Entity,Code,Day,05-09,10-14,15-17,18-24 ,25-49,50-59,60-69,70-79,80+,people_vaccinated_per_hundred
,,,,,,,,,,,,64.77
,,,,,,,,,,,,64.77
,,,,,,,,,,,,64.78
,,,,,,,,,,,,64.78
,,,,,,,,,,,,64.79
,,,,,,,,,,,,64.79
,,,,,,,,,,,,64.8
,,,,,,,,,,,,64.8
,,,,,,,,,,,,64.8
,,,,,,,,,,,,64.81
,,,,,,,,,,,,64.81
,,,,,,,,,,,,64.82
,,,,,,,,,,,,64.82
,,,,,,,,,,,,64.82
,,,,,,,,,,,,64.82
,,,,,,,,,,,,64.83
,,,,,,,,,,,,64.83
,,,,,,,,,,,,64.84
,,,,,,,,,,,,64.84
,,,,,,,,,,,,64.85
,,,,,,,,,,,,64.85
,,,,,,,,,,,,64.85
,,,,,,,,,,,,64.85
,,,,,,,,,,,,64.86
,,,,,,,,,,,,64.86
,,,,,,,,,,,,64.86
,,,,,,,,,,,,64.87
,,,,,,,,,,,,64.87
,,,,,,,,,,,,64.87
,,,,,,,,,,,,64.87
,,,,,,,,,,,,64.88
,,,,,,,,,,,,64.88
,,,,,,,,,,,,64.89
,,,,,,,,,,,,64.89
,,,,,,,,,,,,64.89
,,,,,,,,,,,,64.89
,,,,,,,,,,,,64.9
,,,,,,,,,,,,64.9
,,,,,,,,,,,,64.91
,,,,,,,,,,,,64.91
,,,,,,,,,,,,64.92
,,,,,,,,,,,,64.92
,,,,,,,,,,,,64.92
,,,,,,,,,,,,64.92
,,,,,,,,,,,,64.93
,,,,,,,,,,,,64.93
,,,,,,,,,,,,64.94
,,,,,,,,,,,,64.94
,,,,,,,,,,,,64.94
,,,,,,,,,,,,64.95
,,,,,,,,,,,,64.95
,,,,,,,,,,,,64.96
,,,,,,,,,,,,64.96
,,,,,,,,,,,,64.97
,,,,,,,,,,,,64.97
,,,,,,,,,,,,64.97
,,,,,,,,,,,,64.98
,,,,,,,,,,,,64.98
,,,,,,,,,,,,64.99
,,,,,,,,,,,,64.99
,,,,,,,,,,,,65
,,,,,,,,,,,,65
,,,,,,,,,,,,65
,,,,,,,,,,,,65.01
,,,,,,,,,,,,65.01
,,,,,,,,,,,,65.01
,,,,,,,,,,,,0
,,,,,,,,,,,,1.12
,,,,,,,,,,,,2.08
,,,,,,,,,,,,2.83
,,,,,,,,,,,,3.23
,,,,,,,,,,,,3.94
,,,,,,,,,,,,5.35
,,,,,,,,,,,,7.06
,,,,,,,,,,,,9.05
,,,,,,,,,,,,11.27
,,,,,,,,,,,,13.55
,,,,,,,,,,,,15.52
,,,,,,,,,,,,17.91
,,,,,,,,,,,,20.93
,,,,,,,,,,,,24.61
,,,,,,,,,,,,28.06
,,,,,,,,,,,,31.61
,,,,,,,,,,,,35.32
,,,,,,,,,,,,38.29
,,,,,,,,,,,,41.56
,,,,,,,,,,,,44.51
,,,,,,,,,,,,47.72
,,,,,,,,,,,,51.68
,,,,,,,,,,,,55.76
,,,,,,,,,,,,58.2
,,,,,,,,,,,,60.93
,,,,,,,,,,,,62.89
,,,,,,,,,,,,64.4
,,,,,,,,,,,,65.6
,,,,,,,,,,,,66.78
,,,,,,,,,,,,67.95
,,,,,,,,,,,,69.58
,,,,,,,,,,,,71.32
,,,,,,,,,,,,72.48
,,,,,,,,,,,,73.15
,,,,,,,,,,,,73.62
,,,,,,,,,,,,74.04
,,,,,,,,,,,,74.41
,,,,,,,,,,,,74.73
,,,,,,,,,,,,75.07
,,,,,,,,,,,,75.49
,,,,,,,,,,,,75.91
,,,,,,,,,,,,76.29
,,,,,,,,,,,,76.57
,,,,,,,,,,,,76.8
,,,,,,,,,,,,77.05
,,,,,,,,,,,,77.12
,,,,,,,,,,,,77.16
,,,,,,,,,,,,77.19
,,,,,,,,,,,,77.34
,,,,,,,,,,,,77.37
,,,,,,,,,,,,77.39
,,,,,,,,,,,,77.41
,,,,,,,,,,,,77.44
,,,,,,,,,,,,77.46
,,,,,,,,,,,,79.1
,,,,,,,,,,,,79.12
,,,,,,,,,,,,79.15
,,,,,,,,,,,,79.18
,,,,,,,,,,,,79.87
,,,,,,,,,,,,79.91
,,,,,,,,,,,,79.97
,,,,,,,,,,,,80.33
,,,,,,,,,,,,80.36
,,,,,,,,,,,,80.37
,,,,,,,,,,,,80.37
,,,,,,,,,,,,80.37
,,,,,,,,,,,,80.38
,,,,,,,,,,,,81.1
,,,,,,,,,,,,81.18
,,,,,,,,,,,,81.21
,,,,,,,,,,,,81.23
,,,,,,,,,,,,81.25
,,,,,,,,,,,,81.26
,,,,,,,,,,,,81.28
,,,,,,,,,,,,81.3
,,,,,,,,,,,,81.32
,,,,,,,,,,,,0
,,,,,,,,,,,,0
,,,,,,,,,,,,0
,,,,,,,,,,,,0
,,,,,,,,,,,,0
,,,,,,,,,,,,0.01
,,,,,,,,,,,,0.01
,,,,,,,,,,,,0.01
,,,,,,,,,,,,0.01
,,,,,,,,,,,,0.02
,,,,,,,,,,,,0.04
,,,,,,,,,,,,0.08
,,,,,,,,,,,,0.14
,,,,,,,,,,,,0.15
,,,,,,,,,,,,0.16
,,,,,,,,,,,,0.22
,,,,,,,,,,,,0.31
,,,,,,,,,,,,0.41
,,,,,,,,,,,,0.53
,,,,,,,,,,,,0.64
,,,,,,,,,,,,0.67
,,,,,,,,,,,,0.68
,,,,,,,,,,,,0.81
,,,,,,,,,,,,1
,,,,,,,,,,,,1.21
,,,,,,,,,,,,1.44
,,,,,,,,,,,,1.62
,,,,,,,,,,,,1.68
,,,,,,,,,,,,1.69
,,,,,,,,,,,,1.81
,,,,,,,,,,,,1.96
,,,,,,,,,,,,2.12
,,,,,,,,,,,,2.3
,,,,,,,,,,,,2.44
,,,,,,,,,,,,2.48
,,,,,,,,,,,,2.49
,,,,,,,,,,,,2.57
,,,,,,,,,,,,2.68
,,,,,,,,,,,,2.78
,,,,,,,,,,,,2.9
,,,,,,,,,,,,3.01
,,,,,,,,,,,,3.04
,,,,,,,,,,,,3.05
,,,,,,,,,,,,3.12
,,,,,,,,,,,,3.22
,,,,,,,,,,,,3.32
,,,,,,,,,,,,3.45
,,,,,,,,,,,,3.57
,,,,,,,,,,,,3.6
,,,,,,,,,,,,3.61
,,,,,,,,,,,,3.66
,,,,,,,,,,,,3.74
,,,,,,,,,,,,3.81
,,,,,,,,,,,,3.92
,,,,,,,,,,,,4.01
,,,,,,,,,,,,4.04
,,,,,,,,,,,,4.05
,,,,,,,,,,,,4.1
,,,,,,,,,,,,4.18
,,,,,,,,,,,,4.27
,,,,,,,,,,,,4.42
,,,,,,,,,,,,4.59
,,,,,,,,,,,,4.67
,,,,,,,,,,,,4.67
,,,,,,,,,,,,4.77
,,,,,,,,,,,,4.92
,,,,,,,,,,,,5.1
,,,,,,,,,,,,5.34
,,,,,,,,,,,,5.64
,,,,,,,,,,,,5.94
,,,,,,,,,,,,6.12
,,,,,,,,,,,,6.28
,,,,,,,,,,,,6.54
,,,,,,,,,,,,6.8
,,,,,,,,,,,,7.16
,,,,,,,,,,,,7.6
,,,,,,,,,,,,7.94
,,,,,,,,,,,,8.04
,,,,,,,,,,,,8.27
,,,,,,,,,,,,8.48
,,,,,,,,,,,,8.71
,,,,,,,,,,,,8.96
,,,,,,,,,,,,9.3
,,,,,,,,,,,,9.54
,,,,,,,,,,,,9.62
,,,,,,,,,,,,9.87
,,,,,,,,,,,,10.24
,,,,,,,,,,,,10.62
,,,,,,,,,,,,11.13
,,,,,,,,,,,,11.66
,,,,,,,,,,,,11.95
,,,,,,,,,,,,12.04
,,,,,,,,,,,,12.34
,,,,,,,,,,,,12.76
,,,,,,,,,,,,13.15
,,,,,,,,,,,,13.62
,,,,,,,,,,,,14.04
,,,,,,,,,,,,14.25
,,,,,,,,,,,,14.32
,,,,,,,,,,,,14.41
,,,,,,,,,,,,14.73
,,,,,,,,,,,,15.12
,,,,,,,,,,,,15.62
,,,,,,,,,,,,16.23
,,,,,,,,,,,,16.54
,,,,,,,,,,,,16.63
,,,,,,,,,,,,16.98
,,,,,,,,,,,,17.44
,,,,,,,,,,,,17.87
,,,,,,,,,,,,18.37
,,,,,,,,,,,,18.88
,,,,,,,,,,,,19.16
,,,,,,,,,,,,19.23
,,,,,,,,,,,,19.54
,,,,,,,,,,,,19.91
,,,,,,,,,,,,20.29
,,,,,,,,,,,,20.72
,,,,,,,,,,,,21.16
,,,,,,,,,,,,21.44
,,,,,,,,,,,,21.54
,,,,,,,,,,,,21.87
,,,,,,,,,,,,22.29
,,,,,,,,,,,,22.74
,,,,,,,,,,,,23.27
,,,,,,,,,,,,23.82
,,,,,,,,,,,,24.07
,,,,,,,,,,,,24.2
,,,,,,,,,,,,24.63
,,,,,,,,,,,,25.1
,,,,,,,,,,,,25.59
,,,,,,,,,,,,26.15
,,,,,,,,,,,,26.7
,,,,,,,,,,,,27.03
,,,,,,,,,,,,27.22
,,,,,,,,,,,,27.69
,,,,,,,,,,,,28.29
,,,,,,,,,,,,28.93
,,,,,,,,,,,,29.43
,,,,,,,,,,,,30.11
,,,,,,,,,,,,30.66
,,,,,,,,,,,,30.96
,,,,,,,,,,,,31.52
,,,,,,,,,,,,32.2
,,,,,,,,,,,,32.9
,,,,,,,,,,,,33.65
,,,,,,,,,,,,34.37
,,,,,,,,,,,,34.89
,,,,,,,,,,,,35.13
,,,,,,,,,,,,35.52
,,,,,,,,,,,,36.11
,,,,,,,,,,,,36.73
,,,,,,,,,,,,37.39
,,,,,,,,,,,,38.03
,,,,,,,,,,,,38.47
,,,,,,,,,,,,38.63
,,,,,,,,,,,,39.16
,,,,,,,,,,,,39.8
,,,,,,,,,,,,40.42
,,,,,,,,,,,,41.11
,,,,,,,,,,,,41.79
,,,,,,,,,,,,42.24
,,,,,,,,,,,,42.44
,,,,,,,,,,,,42.94
,,,,,,,,,,,,43.52
,,,,,,,,,,,,44.09
,,,,,,,,,,,,44.69
,,,,,,,,,,,,45.27
,,,,,,,,,,,,45.69
,,,,,,,,,,,,45.84
,,,,,,,,,,,,46.2
,,,,,,,,,,,,46.66
,,,,,,,,,,,,47.12
,,,,,,,,,,,,47.59
,,,,,,,,,,,,48.07
,,,,,,,,,,,,48.4
,,,,,,,,,,,,48.51
,,,,,,,,,,,,48.8
,,,,,,,,,,,,49.13
,,,,,,,,,,,,49.48
,,,,,,,,,,,,49.84
,,,,,,,,,,,,50.18
,,,,,,,,,,,,50.4
,,,,,,,,,,,,50.49
,,,,,,,,,,,,50.72
,,,,,,,,,,,,50.99
,,,,,,,,,,,,51.29
,,,,,,,,,,,,51.63
,,,,,,,,,,,,51.97
,,,,,,,,,,,,52.18
,,,,,,,,,,,,52.26
,,,,,,,,,,,,52.51
,,,,,,,,,,,,52.81
,,,,,,,,,,,,53.12
,,,,,,,,,,,,53.46
,,,,,,,,,,,,53.8
,,,,,,,,,,,,54.02
,,,,,,,,,,,,54.11
,,,,,,,,,,,,54.36
,,,,,,,,,,,,54.79
,,,,,,,,,,,,55.06
,,,,,,,,,,,,55.57
,,,,,,,,,,,,56.14
,,,,,,,,,,,,56.52
,,,,,,,,,,,,56.68
,,,,,,,,,,,,57.11
,,,,,,,,,,,,57.66
,,,,,,,,,,,,58.25
,,,,,,,,,,,,58.91
,,,,,,,,,,,,59.56
,,,,,,,,,,,,59.98
,,,,,,,,,,,,60.16
,,,,,,,,,,,,60.68
,,,,,,,,,,,,61.36
,,,,,,,,,,,,62.04
,,,,,,,,,,,,62.77
,,,,,,,,,,,,63.46
,,,,,,,,,,,,63.88
,,,,,,,,,,,,64.04
,,,,,,,,,,,,64.55
,,,,,,,,,,,,65.14
,,,,,,,,,,,,65.71
,,,,,,,,,,,,66.26
,,,,,,,,,,,,66.79
,,,,,,,,,,,,67.1
,,,,,,,,,,,,67.21
,,,,,,,,,,,,67.6
,,,,,,,,,,,,68.05
,,,,,,,,,,,,68.47
,,,,,,,,,,,,68.87
,,,,,,,,,,,,69.24
,,,,,,,,,,,,69.46
,,,,,,,,,,,,69.52
,,,,,,,,,,,,69.79
,,,,,,,,,,,,70.11
,,,,,,,,,,,,70.41
,,,,,,,,,,,,70.69
,,,,,,,,,,,,70.97
,,,,,,,,,,,,71.12
,,,,,,,,,,,,71.17
,,,,,,,,,,,,71.38
,,,,,,,,,,,,71.62
,,,,,,,,,,,,71.85
,,,,,,,,,,,,72.06
,,,,,,,,,,,,72.28
,,,,,,,,,,,,72.41
,,,,,,,,,,,,72.45
,,,,,,,,,,,,72.63
,,,,,,,,,,,,72.82
,,,,,,,,,,,,73.02
,,,,,,,,,,,,73.19
,,,,,,,,,,,,73.36
,,,,,,,,,,,,73.49
,,,,,,,,,,,,73.53
,,,,,,,,,,,,73.64
,,,,,,,,,,,,73.76
,,,,,,,,,,,,73.89
,,,,,,,,,,,,74
,,,,,,,,,,,,74.14
,,,,,,,,,,,,74.24
,,,,,,,,,,,,74.26
,,,,,,,,,,,,74.36
,,,,,,,,,,,,74.47
,,,,,,,,,,,,74.58
,,,,,,,,,,,,74.67
,,,,,,,,,,,,74.78
,,,,,,,,,,,,74.86
,,,,,,,,,,,,74.87
,,,,,,,,,,,,74.93
,,,,,,,,,,,,75
,,,,,,,,,,,,75.07
,,,,,,,,,,,,75.14
,,,,,,,,,,,,75.22
,,,,,,,,,,,,75.27
,,,,,,,,,,,,75.28
,,,,,,,,,,,,75.33
,,,,,,,,,,,,75.38
,,,,,,,,,,,,75.45
,,,,,,,,,,,,75.5
,,,,,,,,,,,,75.59
,,,,,,,,,,,,75.65
,,,,,,,,,,,,75.66
,,,,,,,,,,,,75.71
,,,,,,,,,,,,75.76
,,,,,,,,,,,,75.82
,,,,,,,,,,,,75.87
,,,,,,,,,,,,75.94
,,,,,,,,,,,,75.99
,,,,,,,,,,,,76
,,,,,,,,,,,,76.04
,,,,,,,,,,,,76.09
,,,,,,,,,,,,76.15
,,,,,,,,,,,,76.19
,,,,,,,,,,,,76.26
,,,,,,,,,,,,76.3
,,,,,,,,,,,,76.31
,,,,,,,,,,,,76.35
,,,,,,,,,,,,76.39
,,,,,,,,,,,,76.44
,,,,,,,,,,,,76.48
,,,,,,,,,,,,76.54
,,,,,,,,,,,,76.58
,,,,,,,,,,,,76.58
,,,,,,,,,,,,76.62
,,,,,,,,,,,,76.66
,,,,,,,,,,,,76.7
,,,,,,,,,,,,76.74
,,,,,,,,,,,,76.78
,,,,,,,,,,,,76.81
,,,,,,,,,,,,76.82
,,,,,,,,,,,,76.83
,,,,,,,,,,,,76.87
,,,,,,,,,,,,76.91
,,,,,,,,,,,,76.95
,,,,,,,,,,,,76.99
,,,,,,,,,,,,77.03
,,,,,,,,,,,,77.03
,,,,,,,,,,,,77.06
,,,,,,,,,,,,77.09
,,,,,,,,,,,,77.14
,,,,,,,,,,,,77.14
,,,,,,,,,,,,77.19
,,,,,,,,,,,,77.22
,,,,,,,,,,,,77.22
,,,,,,,,,,,,77.25
,,,,,,,,,,,,77.29
,,,,,,,,,,,,77.33
,,,,,,,,,,,,77.37
,,,,,,,,,,,,77.42
,,,,,,,,,,,,77.45
,,,,,,,,,,,,77.46
,,,,,,,,,,,,77.49
,,,,,,,,,,,,77.53
,,,,,,,,,,,,77.58
,,,,,,,,,,,,77.61
,,,,,,,,,,,,77.66
,,,,,,,,,,,,77.7
,,,,,,,,,,,,77.7
,,,,,,,,,,,,77.73
,,,,,,,,,,,,77.77
,,,,,,,,,,,,77.81
,,,,,,,,,,,,77.84
,,,,,,,,,,,,77.88
,,,,,,,,,,,,77.9
,,,,,,,,,,,,77.91
,,,,,,,,,,,,77.94
,,,,,,,,,,,,77.98
,,,,,,,,,,,,78.02
,,,,,,,,,,,,78.05
,,,,,,,,,,,,78.09
,,,,,,,,,,,,78.12
,,,,,,,,,,,,78.13
,,,,,,,,,,,,78.16
,,,,,,,,,,,,78.2
,,,,,,,,,,,,78.24
,,,,,,,,,,,,78.29
,,,,,,,,,,,,78.33
,,,,,,,,,,,,78.37
,,,,,,,,,,,,78.38
,,,,,,,,,,,,78.43
,,,,,,,,,,,,78.49
,,,,,,,,,,,,78.55
,,,,,,,,,,,,78.6
,,,,,,,,,,,,78.61
,,,,,,,,,,,,78.61
,,,,,,,,,,,,78.62
,,,,,,,,,,,,78.67
,,,,,,,,,,,,78.72
,,,,,,,,,,,,78.78
,,,,,,,,,,,,78.83
,,,,,,,,,,,,78.85
,,,,,,,,,,,,78.85
,,,,,,,,,,,,78.86
,,,,,,,,,,,,78.91
,,,,,,,,,,,,78.97
,,,,,,,,,,,,79.06
,,,,,,,,,,,,79.13
,,,,,,,,,,,,79.2
,,,,,,,,,,,,79.27
,,,,,,,,,,,,79.29
,,,,,,,,,,,,79.34
,,,,,,,,,,,,79.41
,,,,,,,,,,,,79.49
,,,,,,,,,,,,79.55
,,,,,,,,,,,,79.61
,,,,,,,,,,,,79.67
,,,,,,,,,,,,79.69
,,,,,,,,,,,,79.72
,,,,,,,,,,,,79.77
,,,,,,,,,,,,79.83
,,,,,,,,,,,,79.87
,,,,,,,,,,,,79.91
,,,,,,,,,,,,79.95
,,,,,,,,,,,,79.96
,,,,,,,,,,,,79.98
,,,,,,,,,,,,80.01
,,,,,,,,,,,,80.05
,,,,,,,,,,,,80.08
,,,,,,,,,,,,80.11
,,,,,,,,,,,,80.13
,,,,,,,,,,,,80.14
,,,,,,,,,,,,80.16
,,,,,,,,,,,,80.18
,,,,,,,,,,,,80.21
,,,,,,,,,,,,80.22
,,,,,,,,,,,,80.24
,,,,,,,,,,,,80.26
,,,,,,,,,,,,80.27
,,,,,,,,,,,,80.28
,,,,,,,,,,,,80.29
,,,,,,,,,,,,80.32
,,,,,,,,,,,,80.33
,,,,,,,,,,,,80.34
,,,,,,,,,,,,80.36
,,,,,,,,,,,,80.36
,,,,,,,,,,,,80.37
,,,,,,,,,,,,80.38
,,,,,,,,,,,,80.39
,,,,,,,,,,,,80.4
,,,,,,,,,,,,80.41
,,,,,,,,,,,,80.42
,,,,,,,,,,,,80.42
,,,,,,,,,,,,80.43
,,,,,,,,,,,,80.43
,,,,,,,,,,,,80.44
,,,,,,,,,,,,80.45
,,,,,,,,,,,,80.46
,,,,,,,,,,,,80.46
,,,,,,,,,,,,80.46
,,,,,,,,,,,,80.47
,,,,,,,,,,,,80.47
,,,,,,,,,,,,80.48
,,,,,,,,,,,,80.48
,,,,,,,,,,,,80.49
,,,,,,,,,,,,80.49
,,,,,,,,,,,,80.49
,,,,,,,,,,,,80.5
,,,,,,,,,,,,80.5
,,,,,,,,,,,,80.5
,,,,,,,,,,,,80.51
,,,,,,,,,,,,80.51
,,,,,,,,,,,,80.51
,,,,,,,,,,,,80.52
,,,,,,,,,,,,80.52
,,,,,,,,,,,,80.52
,,,,,,,,,,,,80.52
,,,,,,,,,,,,80.53
,,,,,,,,,,,,80.53
,,,,,,,,,,,,80.53
,,,,,,,,,,,,80.53
,,,,,,,,,,,,80.54
,,,,,,,,,,,,80.54
,,,,,,,,,,,,80.54
,,,,,,,,,,,,80.54
,,,,,,,,,,,,80.55
,,,,,,,,,,,,80.55
,,,,,,,,,,,,80.55
,,,,,,,,,,,,80.55
,,,,,,,,,,,,80.55
,,,,,,,,,,,,80.56
,,,,,,,,,,,,80.56
,,,,,,,,,,,,80.56
,,,,,,,,,,,,80.57
,,,,,,,,,,,,80.57
,,,,,,,,,,,,80.57
,,,,,,,,,,,,80.57
,,,,,,,,,,,,80.57
,,,,,,,,,,,,80.58
,,,,,,,,,,,,80.58
,,,,,,,,,,,,80.58
,,,,,,,,,,,,80.58
,,,,,,,,,,,,80.58
,,,,,,,,,,,,80.59
,,,,,,,,,,,,80.59
,,,,,,,,,,,,80.59
,,,,,,,,,,,,80.59
,,,,,,,,,,,,80.59
,,,,,,,,,,,,80.59
,,,,,,,,,,,,80.59
,,,,,,,,,,,,80.6
,,,,,,,,,,,,80.6
,,,,,,,,,,,,80.6
,,,,,,,,,,,,80.6
,,,,,,,,,,,,80.61
,,,,,,,,,,,,80.61
,,,,,,,,,,,,80.61
,,,,,,,,,,,,80.61
,,,,,,,,,,,,80.61
,,,,,,,,,,,,80.62
,,,,,,,,,,,,80.62
,,,,,,,,,,,,80.62
,,,,,,,,,,,,80.62
,,,,,,,,,,,,80.62
,,,,,,,,,,,,80.62
,,,,,,,,,,,,80.63
,,,,,,,,,,,,80.63
,,,,,,,,,,,,80.63
,,,,,,,,,,,,80.63
,,,,,,,,,,,,80.63
,,,,,,,,,,,,80.64
,,,,,,,,,,,,80.64
,,,,,,,,,,,,80.64
,,,,,,,,,,,,80.64
,,,,,,,,,,,,80.65
,,,,,,,,,,,,80.65
,,,,,,,,,,,,80.65
,,,,,,,,,,,,80.65
,,,,,,,,,,,,80.65
,,,,,,,,,,,,80.65
,,,,,,,,,,,,0.03
,,,,,,,,,,,,0.05
,,,,,,,,,,,,0.11
,,,,,,,,,,,,0.19
,,,,,,,,,,,,0.25
,,,,,,,,,,,,0.28
,,,,,,,,,,,,0.33
,,,,,,,,,,,,0.36
,,,,,,,,,,,,0.42
,,,,,,,,,,,,0.48
,,,,,,,,,,,,0.55
,,,,,,,,,,,,0.62
,,,,,,,,,,,,0.69
,,,,,,,,,,,,0.77
,,,,,,,,,,,,0.81
,,,,,,,,,,,,0.89
,,,,,,,,,,,,0.99
,,,,,,,,,,,,1.12
,,,,,,,,,,,,1.22
,,,,,,,,,,,,1.33
,,,,,,,,,,,,1.4
,,,,,,,,,,,,1.43
,,,,,,,,,,,,1.51
,,,,,,,,,,,,1.61
,,,,,,,,,,,,1.71
,,,,,,,,,,,,1.78
,,,,,,,,,,,,1.87
,,,,,,,,,,,,1.91
,,,,,,,,,,,,1.95
,,,,,,,,,,,,2.01
,,,,,,,,,,,,2.07
,,,,,,,,,,,,2.13
,,,,,,,,,,,,2.19
,,,,,,,,,,,,2.25
,,,,,,,,,,,,2.29
,,,,,,,,,,,,2.32
,,,,,,,,,,,,2.39
,,,,,,,,,,,,2.46
,,,,,,,,,,,,2.54
,,,,,,,,,,,,2.62
,,,,,,,,,,,,2.7
,,,,,,,,,,,,2.75
,,,,,,,,,,,,2.79
,,,,,,,,,,,,2.85
,,,,,,,,,,,,2.92
,,,,,,,,,,,,3.01
,,,,,,,,,,,,3.1
,,,,,,,,,,,,3.2
,,,,,,,,,,,,3.27
,,,,,,,,,,,,3.32
,,,,,,,,,,,,3.41
,,,,,,,,,,,,3.5
,,,,,,,,,,,,3.61
,,,,,,,,,,,,3.72
,,,,,,,,,,,,3.84
,,,,,,,,,,,,3.94
,,,,,,,,,,,,4
,,,,,,,,,,,,4.12
,,,,,,,,,,,,4.25
,,,,,,,,,,,,4.39
,,,,,,,,,,,,4.55
,,,,,,,,,,,,4.72
,,,,,,,,,,,,4.85
,,,,,,,,,,,,4.95
,,,,,,,,,,,,5.13
,,,,,,,,,,,,5.33
,,,,,,,,,,,,5.54
,,,,,,,,,,,,5.76
,,,,,,,,,,,,6
,,,,,,,,,,,,6.19
,,,,,,,,,,,,6.32
,,,,,,,,,,,,6.55
,,,,,,,,,,,,6.78
,,,,,,,,,,,,7.05
,,,,,,,,,,,,7.31
,,,,,,,,,,,,7.62
,,,,,,,,,,,,7.85
,,,,,,,,,,,,8.01
,,,,,,,,,,,,8.24
,,,,,,,,,,,,8.37
,,,,,,,,,,,,8.52
,,,,,,,,,,,,8.66
,,,,,,,,,,,,8.85
,,,,,,,,,,,,9.05
,,,,,,,,,,,,9.2
,,,,,,,,,,,,9.43
,,,,,,,,,,,,9.69
,,,,,,,,,,,,9.99
,,,,,,,,,,,,10.3
,,,,,,,,,,,,10.64
,,,,,,,,,,,,10.9
,,,,,,,,,,,,11.07
,,,,,,,,,,,,11.33
,,,,,,,,,,,,11.61
,,,,,,,,,,,,11.9
,,,,,,,,,,,,12.19
,,,,,,,,,,,,12.37
,,,,,,,,,,,,12.57
,,,,,,,,,,,,12.74
,,,,,,,,,,,,12.96
,,,,,,,,,,,,13.31
,,,,,,,,,,,,14.06
,,,,,,,,,,,,14.81
,,,,,,,,,,,,15.45
,,,,,,,,,,,,15.81
,,,,,,,,,,,,16.06
,,,,,,,,,,,,16.46
,,,,,,,,,,,,17.1
,,,,,,,,,,,,17.96
,,,,,,,,,,,,18.69
,,,,,,,,,,,,19.3
,,,,,,,,,,,,19.66
,,,,,,,,,,,,19.93
,,,,,,,,,,,,20.33
,,,,,,,,,,,,20.96
,,,,,,,,,,,,21.77
,,,,,,,,,,,,22.45
,,,,,,,,,,,,23.02
,,,,,,,,,,,,23.38
,,,,,,,,,,,,23.65
,,,,,,,,,,,,24.08
,,,,,,,,,,,,25
,,,,,,,,,,,,26.22
,,,,,,,,,,,,27.19
,,,,,,,,,,,,27.95
,,,,,,,,,,,,28.25
,,,,,,,,,,,,28.48
,,,,,,,,,,,,28.88
,,,,,,,,,,,,29.76
,,,,,,,,,,,,30.91
,,,,,,,,,,,,31.84
,,,,,,,,,,,,32.59
,,,,,,,,,,,,32.9
,,,,,,,,,,,,33.12
,,,,,,,,,,,,33.61
,,,,,,,,,,,,34.64
,,,,,,,,,,,,35.95
,,,,,,,,,,,,36.26
,,,,,,,,,,,,36.88
,,,,,,,,,,,,37.15
,,,,,,,,,,,,37.34
,,,,,,,,,,,,37.77
,,,,,,,,,,,,38.43
,,,,,,,,,,,,39.17
,,,,,,,,,,,,39.75
,,,,,,,,,,,,40.25
,,,,,,,,,,,,40.47
,,,,,,,,,,,,40.62
,,,,,,,,,,,,40.79
,,,,,,,,,,,,41.16
,,,,,,,,,,,,41.86
,,,,,,,,,,,,42.46
,,,,,,,,,,,,42.98
,,,,,,,,,,,,43.2
,,,,,,,,,,,,43.32
,,,,,,,,,,,,43.62
,,,,,,,,,,,,44.21
,,,,,,,,,,,,45
,,,,,,,,,,,,45.34
,,,,,,,,,,,,45.78
,,,,,,,,,,,,45.93
,,,,,,,,,,,,46.01
,,,,,,,,,,,,46.3
,,,,,,,,,,,,46.83
,,,,,,,,,,,,47.51
,,,,,,,,,,,,48.12
,,,,,,,,,,,,48.67
,,,,,,,,,,,,48.87
,,,,,,,,,,,,48.95
,,,,,,,,,,,,49.27
,,,,,,,,,,,,49.8
,,,,,,,,,,,,50.47
,,,,,,,,,,,,51.04
,,,,,,,,,,,,51.53
,,,,,,,,,,,,51.71
,,,,,,,,,,,,51.8
,,,,,,,,,,,,52.08
,,,,,,,,,,,,52.6
,,,,,,,,,,,,53.27
,,,,,,,,,,,,53.92
,,,,,,,,,,,,54.42
,,,,,,,,,,,,54.6
,,,,,,,,,,,,54.71
,,,,,,,,,,,,55.02
,,,,,,,,,,,,55.55
,,,,,,,,,,,,56.17
,,,,,,,,,,,,56.72
,,,,,,,,,,,,57.19
,,,,,,,,,,,,57.39
,,,,,,,,,,,,57.5
,,,,,,,,,,,,57.74
,,,,,,,,,,,,58.11
,,,,,,,,,,,,58.54
,,,,,,,,,,,,58.89
,,,,,,,,,,,,59.15
,,,,,,,,,,,,59.28
,,,,,,,,,,,,59.36
,,,,,,,,,,,,59.55
,,,,,,,,,,,,59.8
,,,,,,,,,,,,60.09
,,,,,,,,,,,,60.33
,,,,,,,,,,,,60.53
,,,,,,,,,,,,60.64
,,,,,,,,,,,,60.72
,,,,,,,,,,,,60.84
,,,,,,,,,,,,61.02
,,,,,,,,,,,,61.23
,,,,,,,,,,,,61.41
,,,,,,,,,,,,61.55
,,,,,,,,,,,,61.63
,,,,,,,,,,,,61.67
,,,,,,,,,,,,61.77
,,,,,,,,,,,,61.91
,,,,,,,,,,,,62.08
,,,,,,,,,,,,62.23
,,,,,,,,,,,,62.35
,,,,,,,,,,,,62.43
,,,,,,,,,,,,62.47
,,,,,,,,,,,,62.55
,,,,,,,,,,,,62.67
,,,,,,,,,,,,62.81
,,,,,,,,,,,,62.93
