Entity,Code,Day,people_vaccinated_per_hundred
Estonia,EST,19-11-2021,12.84
Estonia,EST,20-11-2021,12.95
Estonia,EST,21-11-2021,13.01
Estonia,EST,22-11-2021,13.28
Estonia,EST,23-11-2021,13.66
Estonia,EST,24-11-2021,14.05
Estonia,EST,25-11-2021,14.44
Estonia,EST,26-11-2021,14.87
Estonia,EST,27-11-2021,14.97
Estonia,EST,28-11-2021,15.01
Estonia,EST,29-11-2021,15.27
Estonia,EST,30-11-2021,15.63
Estonia,EST,01-12-2021,15.97
Estonia,EST,02-12-2021,16.37
Estonia,EST,03-12-2021,16.78
Estonia,EST,04-12-2021,16.86
Estonia,EST,05-12-2021,16.89
Estonia,EST,06-12-2021,17.15
Estonia,EST,07-12-2021,17.52
Estonia,EST,08-12-2021,17.87
Estonia,EST,09-12-2021,18.27
Estonia,EST,10-12-2021,18.7
Estonia,EST,11-12-2021,18.82
Estonia,EST,12-12-2021,18.88
Estonia,EST,13-12-2021,19.15
Estonia,EST,14-12-2021,19.54
Estonia,EST,15-12-2021,19.94
Estonia,EST,16-12-2021,20.4
Estonia,EST,17-12-2021,20.9
Estonia,EST,18-12-2021,21.03
Estonia,EST,19-12-2021,21.12
Estonia,EST,20-12-2021,21.5
Estonia,EST,21-12-2021,22.01
Estonia,EST,22-12-2021,22.51
Estonia,EST,23-12-2021,22.71
Estonia,EST,24-12-2021,22.73
Estonia,EST,25-12-2021,22.75
Estonia,EST,26-12-2021,22.79
Estonia,EST,27-12-2021,23.17
Estonia,EST,28-12-2021,23.63
Estonia,EST,29-12-2021,24.01
Estonia,EST,30-12-2021,24.26
Estonia,EST,31-12-2021,24.3
Estonia,EST,01-01-2022,24.32
Estonia,EST,02-01-2022,24.39
Estonia,EST,03-01-2022,24.61
Estonia,EST,04-01-2022,24.94
Estonia,EST,05-01-2022,25.3
Estonia,EST,06-01-2022,25.66
Estonia,EST,07-01-2022,26.04
Estonia,EST,08-01-2022,26.2
Estonia,EST,09-01-2022,26.3
Estonia,EST,10-01-2022,26.56
Estonia,EST,11-01-2022,26.94
Estonia,EST,12-01-2022,27.31
Estonia,EST,13-01-2022,27.69
Estonia,EST,14-01-2022,28.11
Estonia,EST,15-01-2022,28.32
Estonia,EST,16-01-2022,28.4
Estonia,EST,17-01-2022,28.64
Estonia,EST,18-01-2022,28.94
Estonia,EST,19-01-2022,29.2
Estonia,EST,20-01-2022,29.49
Estonia,EST,21-01-2022,29.81
Estonia,EST,22-01-2022,29.95
Estonia,EST,23-01-2022,30.01
Estonia,EST,24-01-2022,30.19
Estonia,EST,25-01-2022,30.4
Estonia,EST,26-01-2022,30.59
Estonia,EST,27-01-2022,30.8
Estonia,EST,28-01-2022,31.04
Estonia,EST,29-01-2022,31.14
Estonia,EST,30-01-2022,31.21
Estonia,EST,31-01-2022,31.36
Estonia,EST,01-02-2022,31.51
Estonia,EST,02-02-2022,31.65
Estonia,EST,03-02-2022,31.79
Estonia,EST,04-02-2022,31.93
Estonia,EST,05-02-2022,31.99
Estonia,EST,06-02-2022,32.03
Estonia,EST,07-02-2022,32.11
Estonia,EST,08-02-2022,32.2
Estonia,EST,09-02-2022,32.29
Estonia,EST,10-02-2022,32.38
Estonia,EST,11-02-2022,32.5
Estonia,EST,12-02-2022,32.53
Estonia,EST,13-02-2022,32.56
Estonia,EST,14-02-2022,32.62
Estonia,EST,15-02-2022,32.69
Estonia,EST,16-02-2022,32.76
Estonia,EST,17-02-2022,32.83
Estonia,EST,18-02-2022,32.92
Estonia,EST,19-02-2022,32.96
Estonia,EST,20-02-2022,32.98
Estonia,EST,21-02-2022,33.05
Estonia,EST,22-02-2022,33.14
Estonia,EST,23-02-2022,33.19
Estonia,EST,24-02-2022,33.2
Estonia,EST,25-02-2022,33.29
Estonia,EST,26-02-2022,33.33
Estonia,EST,27-02-2022,33.35
Estonia,EST,28-02-2022,33.41
Estonia,EST,01-03-2022,33.47
Estonia,EST,02-03-2022,33.52
Estonia,EST,03-03-2022,33.58
Estonia,EST,04-03-2022,33.65
Estonia,EST,05-03-2022,33.68
Estonia,EST,06-03-2022,33.7
Estonia,EST,07-03-2022,33.74
Estonia,EST,08-03-2022,33.79
Estonia,EST,09-03-2022,33.83
Estonia,EST,10-03-2022,33.89
Estonia,EST,11-03-2022,33.95
Estonia,EST,12-03-2022,33.98
Estonia,EST,13-03-2022,33.99
Estonia,EST,14-03-2022,34.02
Estonia,EST,15-03-2022,34.06
Estonia,EST,16-03-2022,34.1
Estonia,EST,17-03-2022,34.13
Estonia,EST,18-03-2022,34.18
Estonia,EST,19-03-2022,34.19
Estonia,EST,20-03-2022,34.2
Estonia,EST,21-03-2022,34.23
Estonia,EST,22-03-2022,34.27
Estonia,EST,23-03-2022,34.3
Estonia,EST,24-03-2022,34.35
Estonia,EST,25-03-2022,34.4
Estonia,EST,26-03-2022,34.41
Estonia,EST,27-03-2022,34.42
Estonia,EST,28-03-2022,34.45
Estonia,EST,29-03-2022,34.49
Estonia,EST,30-03-2022,34.53
Estonia,EST,31-03-2022,34.56
Estonia,EST,01-04-2022,34.6
Estonia,EST,02-04-2022,34.61
Estonia,EST,03-04-2022,34.62
Estonia,EST,04-04-2022,34.65
Estonia,EST,05-04-2022,34.68
Estonia,EST,06-04-2022,34.71
Estonia,EST,07-04-2022,34.74
Estonia,EST,08-04-2022,34.78
Estonia,EST,09-04-2022,34.79
Estonia,EST,10-04-2022,34.8
Estonia,EST,11-04-2022,34.83
Estonia,EST,12-04-2022,34.86
Estonia,EST,13-04-2022,34.9
Estonia,EST,14-04-2022,34.93
Estonia,EST,15-04-2022,34.94
Estonia,EST,16-04-2022,34.95
Estonia,EST,17-04-2022,34.96
Estonia,EST,18-04-2022,34.99
Estonia,EST,19-04-2022,35.02
Estonia,EST,20-04-2022,35.04
Estonia,EST,21-04-2022,35.07
Estonia,EST,22-04-2022,35.1
Estonia,EST,23-04-2022,35.11
Estonia,EST,24-04-2022,35.11
Estonia,EST,25-04-2022,35.14
Estonia,EST,26-04-2022,35.17
Estonia,EST,27-04-2022,35.19
Estonia,EST,28-04-2022,35.21
Estonia,EST,29-04-2022,35.24
Estonia,EST,30-04-2022,35.25
Estonia,EST,01-05-2022,35.25
Estonia,EST,02-05-2022,35.27
Estonia,EST,03-05-2022,35.29
Estonia,EST,04-05-2022,35.32
Estonia,EST,05-05-2022,35.34
Estonia,EST,06-05-2022,35.36
Estonia,EST,07-05-2022,35.37
Estonia,EST,08-05-2022,35.38
Estonia,EST,09-05-2022,35.39
Estonia,EST,10-05-2022,35.42
Estonia,EST,11-05-2022,35.44
Estonia,EST,12-05-2022,35.46
Estonia,EST,13-05-2022,35.48
Estonia,EST,14-05-2022,35.49
Estonia,EST,15-05-2022,35.49
Estonia,EST,16-05-2022,35.51
Estonia,EST,17-05-2022,35.52
Estonia,EST,18-05-2022,35.54
Estonia,EST,19-05-2022,35.55
Estonia,EST,20-05-2022,35.58
Estonia,EST,21-05-2022,35.58
Estonia,EST,22-05-2022,35.59
Estonia,EST,23-05-2022,35.61
Estonia,EST,24-05-2022,35.62
Finland,FIN,19-09-2021,0.02
Finland,FIN,26-09-2021,0.29
Finland,FIN,03-10-2021,0.65
Finland,FIN,10-10-2021,0.97
Finland,FIN,17-10-2021,1.24
Finland,FIN,24-10-2021,1.42
Finland,FIN,31-10-2021,1.67
Finland,FIN,07-11-2021,2.01
Finland,FIN,14-11-2021,2.64
Finland,FIN,21-11-2021,3.64
Finland,FIN,28-11-2021,5.02
Finland,FIN,05-12-2021,7.02
Finland,FIN,12-12-2021,9.67
Finland,FIN,19-12-2021,14.06
Finland,FIN,24-12-2021,17.37
Finland,FIN,26-12-2021,17.4
Finland,FIN,27-12-2021,17.44
Finland,FIN,28-12-2021,18.3
Finland,FIN,30-12-2021,19.22
Finland,FIN,31-12-2021,20.41
Finland,FIN,01-01-2022,21.9
Finland,FIN,03-01-2022,21.9
Finland,FIN,04-01-2022,21.91
Finland,FIN,05-01-2022,22.14
Finland,FIN,06-01-2022,24.65
Finland,FIN,08-01-2022,26.18
Finland,FIN,10-01-2022,28.31
Finland,FIN,12-01-2022,30.53
Finland,FIN,15-01-2022,34
Finland,FIN,18-01-2022,35.54
Finland,FIN,19-01-2022,36.6
Finland,FIN,20-01-2022,37.5
Finland,FIN,25-01-2022,41.17
Finland,FIN,26-01-2022,42.04
Finland,FIN,27-01-2022,42.65
Finland,FIN,28-01-2022,43.28
Finland,FIN,29-01-2022,43.97
Finland,FIN,30-01-2022,44.6
Finland,FIN,31-01-2022,44.79
Finland,FIN,01-02-2022,44.94
Finland,FIN,02-02-2022,45.26
Finland,FIN,03-02-2022,45.62
Finland,FIN,04-02-2022,46.37
Finland,FIN,05-02-2022,46.98
Finland,FIN,07-02-2022,47.26
Finland,FIN,08-02-2022,47.54
Finland,FIN,09-02-2022,47.79
Finland,FIN,10-02-2022,48.02
Finland,FIN,11-02-2022,48.24
Finland,FIN,12-02-2022,48.42
Finland,FIN,13-02-2022,48.6
Finland,FIN,14-02-2022,48.63
Finland,FIN,15-02-2022,48.65
Finland,FIN,16-02-2022,48.79
Finland,FIN,17-02-2022,48.96
Finland,FIN,18-02-2022,49.1
Finland,FIN,19-02-2022,49.21
Finland,FIN,20-02-2022,49.32
Finland,FIN,21-02-2022,49.34
Finland,FIN,22-02-2022,49.36
Finland,FIN,23-02-2022,49.45
Finland,FIN,24-02-2022,49.53
Finland,FIN,28-02-2022,49.82
Finland,FIN,01-03-2022,49.83
Finland,FIN,02-03-2022,49.89
Finland,FIN,03-03-2022,49.95
Finland,FIN,04-03-2022,49.98
Finland,FIN,06-03-2022,50.19
Finland,FIN,07-03-2022,50.2
Finland,FIN,08-03-2022,50.2
Finland,FIN,09-03-2022,50.27
Finland,FIN,16-03-2022,50.99
Finland,FIN,23-03-2022,51.39
Finland,FIN,29-03-2022,51.64
Finland,FIN,05-04-2022,51.9
Finland,FIN,13-04-2022,52.19
Finland,FIN,20-04-2022,52.36
Finland,FIN,27-04-2022,52.57
Finland,FIN,04-05-2022,52.74
Finland,FIN,11-05-2022,52.9
Finland,FIN,22-05-2022,57.25
Finland,FIN,25-05-2022,57.72
France,FRA,26-01-2021,0
France,FRA,27-01-2021,0
France,FRA,28-01-2021,0
France,FRA,29-01-2021,0
France,FRA,30-01-2021,0
France,FRA,31-01-2021,0
France,FRA,01-02-2021,0
France,FRA,02-02-2021,0
France,FRA,03-02-2021,0
France,FRA,04-02-2021,0
France,FRA,05-02-2021,0
France,FRA,06-02-2021,0
France,FRA,07-02-2021,0
France,FRA,08-02-2021,0
France,FRA,09-02-2021,0
France,FRA,10-02-2021,0
France,FRA,11-02-2021,0
France,FRA,12-02-2021,0
France,FRA,13-02-2021,0
France,FRA,14-02-2021,0
France,FRA,15-02-2021,0
France,FRA,16-02-2021,0
France,FRA,17-02-2021,0
France,FRA,18-02-2021,0
France,FRA,19-02-2021,0
France,FRA,20-02-2021,0
France,FRA,21-02-2021,0
France,FRA,22-02-2021,0
France,FRA,23-02-2021,0
France,FRA,24-02-2021,0
France,FRA,25-02-2021,0
France,FRA,26-02-2021,0
France,FRA,27-02-2021,0
France,FRA,28-02-2021,0
France,FRA,01-03-2021,0
France,FRA,02-03-2021,0
France,FRA,03-03-2021,0
France,FRA,04-03-2021,0
France,FRA,05-03-2021,0
France,FRA,06-03-2021,0
France,FRA,07-03-2021,0
France,FRA,08-03-2021,0
France,FRA,09-03-2021,0
France,FRA,10-03-2021,0
France,FRA,11-03-2021,0
France,FRA,12-03-2021,0
France,FRA,13-03-2021,0
France,FRA,14-03-2021,0
France,FRA,15-03-2021,0
France,FRA,16-03-2021,0
France,FRA,17-03-2021,0
France,FRA,18-03-2021,0
France,FRA,19-03-2021,0
France,FRA,20-03-2021,0
France,FRA,21-03-2021,0
France,FRA,22-03-2021,0
France,FRA,23-03-2021,0
France,FRA,24-03-2021,0
France,FRA,25-03-2021,0
France,FRA,26-03-2021,0
France,FRA,27-03-2021,0
France,FRA,28-03-2021,0
France,FRA,29-03-2021,0
France,FRA,30-03-2021,0
France,FRA,31-03-2021,0
France,FRA,01-04-2021,0
France,FRA,02-04-2021,0
France,FRA,03-04-2021,0
France,FRA,04-04-2021,0
France,FRA,05-04-2021,0
France,FRA,06-04-2021,0
France,FRA,07-04-2021,0
France,FRA,08-04-2021,0
France,FRA,09-04-2021,0
France,FRA,10-04-2021,0
France,FRA,11-04-2021,0
France,FRA,12-04-2021,0
France,FRA,13-04-2021,0
France,FRA,14-04-2021,0
France,FRA,15-04-2021,0
France,FRA,16-04-2021,0
France,FRA,17-04-2021,0
France,FRA,18-04-2021,0
France,FRA,19-04-2021,0
France,FRA,20-04-2021,0
France,FRA,21-04-2021,0
France,FRA,22-04-2021,0.01
France,FRA,23-04-2021,0.01
France,FRA,24-04-2021,0.01
France,FRA,25-04-2021,0.01
France,FRA,26-04-2021,0.01
France,FRA,27-04-2021,0.01
France,FRA,28-04-2021,0.01
France,FRA,29-04-2021,0.01
France,FRA,30-04-2021,0.02
France,FRA,01-05-2021,0.02
France,FRA,02-05-2021,0.02
France,FRA,03-05-2021,0.02
France,FRA,04-05-2021,0.02
France,FRA,05-05-2021,0.02
France,FRA,06-05-2021,0.02
France,FRA,07-05-2021,0.03
France,FRA,08-05-2021,0.03
France,FRA,09-05-2021,0.03
France,FRA,10-05-2021,0.03
France,FRA,11-05-2021,0.03
France,FRA,12-05-2021,0.03
France,FRA,13-05-2021,0.03
France,FRA,14-05-2021,0.03
France,FRA,15-05-2021,0.04
France,FRA,16-05-2021,0.04
France,FRA,17-05-2021,0.04
France,FRA,18-05-2021,0.04
France,FRA,19-05-2021,0.04
France,FRA,20-05-2021,0.05
France,FRA,21-05-2021,0.05
France,FRA,22-05-2021,0.05
France,FRA,23-05-2021,0.05
France,FRA,24-05-2021,0.05
France,FRA,25-05-2021,0.06
France,FRA,26-05-2021,0.06
France,FRA,27-05-2021,0.06
France,FRA,28-05-2021,0.07
France,FRA,29-05-2021,0.07
France,FRA,30-05-2021,0.07
France,FRA,31-05-2021,0.07
France,FRA,01-06-2021,0.07
France,FRA,02-06-2021,0.08
France,FRA,03-06-2021,0.08
France,FRA,04-06-2021,0.08
France,FRA,05-06-2021,0.08
France,FRA,06-06-2021,0.08
France,FRA,07-06-2021,0.08
France,FRA,08-06-2021,0.09
France,FRA,09-06-2021,0.09
France,FRA,10-06-2021,0.09
France,FRA,11-06-2021,0.09
France,FRA,12-06-2021,0.1
France,FRA,13-06-2021,0.1
France,FRA,14-06-2021,0.1
France,FRA,15-06-2021,0.1
France,FRA,16-06-2021,0.1
France,FRA,17-06-2021,0.1
France,FRA,18-06-2021,0.11
France,FRA,19-06-2021,0.11
France,FRA,20-06-2021,0.11
France,FRA,21-06-2021,0.11
France,FRA,22-06-2021,0.11
France,FRA,23-06-2021,0.11
France,FRA,24-06-2021,0.12
France,FRA,25-06-2021,0.12
France,FRA,26-06-2021,0.12
France,FRA,27-06-2021,0.12
France,FRA,28-06-2021,0.12
France,FRA,29-06-2021,0.12
France,FRA,30-06-2021,0.13
France,FRA,01-07-2021,0.13
France,FRA,02-07-2021,0.13
France,FRA,03-07-2021,0.13
France,FRA,04-07-2021,0.13
France,FRA,05-07-2021,0.14
France,FRA,06-07-2021,0.14
France,FRA,07-07-2021,0.14
France,FRA,08-07-2021,0.15
France,FRA,09-07-2021,0.15
France,FRA,10-07-2021,0.15
France,FRA,11-07-2021,0.15
France,FRA,12-07-2021,0.15
France,FRA,13-07-2021,0.16
France,FRA,14-07-2021,0.16
France,FRA,15-07-2021,0.16
France,FRA,16-07-2021,0.16
France,FRA,17-07-2021,0.17
France,FRA,18-07-2021,0.17
France,FRA,19-07-2021,0.17
France,FRA,20-07-2021,0.17
France,FRA,21-07-2021,0.17
France,FRA,22-07-2021,0.18
France,FRA,23-07-2021,0.18
France,FRA,24-07-2021,0.18
France,FRA,25-07-2021,0.18
France,FRA,26-07-2021,0.18
France,FRA,27-07-2021,0.19
France,FRA,28-07-2021,0.19
France,FRA,29-07-2021,0.19
France,FRA,30-07-2021,0.19
France,FRA,31-07-2021,0.19
France,FRA,01-08-2021,0.2
France,FRA,02-08-2021,0.2
France,FRA,03-08-2021,0.2
France,FRA,04-08-2021,0.2
France,FRA,05-08-2021,0.21
France,FRA,06-08-2021,0.21
France,FRA,07-08-2021,0.21
France,FRA,08-08-2021,0.21
France,FRA,09-08-2021,0.21
France,FRA,10-08-2021,0.21
France,FRA,11-08-2021,0.22
France,FRA,12-08-2021,0.22
France,FRA,13-08-2021,0.22
France,FRA,14-08-2021,0.22
France,FRA,15-08-2021,0.22
France,FRA,16-08-2021,0.23
France,FRA,17-08-2021,0.23
France,FRA,18-08-2021,0.23
France,FRA,19-08-2021,0.23
France,FRA,20-08-2021,0.24
France,FRA,21-08-2021,0.24
France,FRA,22-08-2021,0.24
France,FRA,23-08-2021,0.24
France,FRA,24-08-2021,0.24
France,FRA,25-08-2021,0.25
France,FRA,26-08-2021,0.25
France,FRA,27-08-2021,0.25
France,FRA,28-08-2021,0.26
France,FRA,29-08-2021,0.26
France,FRA,30-08-2021,0.26
France,FRA,31-08-2021,0.28
France,FRA,01-09-2021,0.31
France,FRA,02-09-2021,0.35
France,FRA,03-09-2021,0.4
France,FRA,04-09-2021,0.41
France,FRA,05-09-2021,0.42
France,FRA,06-09-2021,0.47
France,FRA,07-09-2021,0.52
France,FRA,08-09-2021,0.56
France,FRA,09-09-2021,0.61
France,FRA,10-09-2021,0.66
France,FRA,11-09-2021,0.68
France,FRA,12-09-2021,0.69
France,FRA,13-09-2021,0.75
France,FRA,14-09-2021,0.83
France,FRA,15-09-2021,0.91
France,FRA,16-09-2021,1
France,FRA,17-09-2021,1.08
France,FRA,18-09-2021,1.11
France,FRA,19-09-2021,1.11
France,FRA,20-09-2021,1.18
France,FRA,21-09-2021,1.28
France,FRA,22-09-2021,1.36
France,FRA,23-09-2021,1.45
France,FRA,24-09-2021,1.53
France,FRA,25-09-2021,1.56
France,FRA,26-09-2021,1.56
France,FRA,27-09-2021,1.63
France,FRA,28-09-2021,1.71
France,FRA,29-09-2021,1.79
France,FRA,30-09-2021,1.88
France,FRA,01-10-2021,1.96
France,FRA,02-10-2021,1.99
France,FRA,03-10-2021,2
France,FRA,04-10-2021,2.08
France,FRA,05-10-2021,2.17
France,FRA,06-10-2021,2.26
France,FRA,07-10-2021,2.36
France,FRA,08-10-2021,2.48
France,FRA,09-10-2021,2.52
France,FRA,10-10-2021,2.53
France,FRA,11-10-2021,2.62
France,FRA,12-10-2021,2.72
France,FRA,13-10-2021,2.83
France,FRA,14-10-2021,2.94
France,FRA,15-10-2021,3.07
France,FRA,16-10-2021,3.13
France,FRA,17-10-2021,3.13
France,FRA,18-10-2021,3.23
France,FRA,19-10-2021,3.35
France,FRA,20-10-2021,3.49
France,FRA,21-10-2021,3.62
France,FRA,22-10-2021,3.77
France,FRA,23-10-2021,3.84
France,FRA,24-10-2021,3.85
France,FRA,25-10-2021,3.97
France,FRA,26-10-2021,4.1
France,FRA,27-10-2021,4.26
France,FRA,28-10-2021,4.39
France,FRA,29-10-2021,4.57
France,FRA,30-10-2021,4.64
France,FRA,31-10-2021,4.65
France,FRA,01-11-2021,4.65
France,FRA,02-11-2021,4.79
France,FRA,03-11-2021,4.97
France,FRA,04-11-2021,5.13
France,FRA,05-11-2021,5.34
France,FRA,06-11-2021,5.43
France,FRA,07-11-2021,5.44
France,FRA,08-11-2021,5.63
France,FRA,09-11-2021,5.87
France,FRA,10-11-2021,6.15
France,FRA,11-11-2021,6.17
France,FRA,12-11-2021,6.44
France,FRA,13-11-2021,6.56
France,FRA,14-11-2021,6.57
France,FRA,15-11-2021,6.81
France,FRA,16-11-2021,7.11
France,FRA,17-11-2021,7.4
France,FRA,18-11-2021,7.69
France,FRA,19-11-2021,8.05
France,FRA,20-11-2021,8.2
France,FRA,21-11-2021,8.22
France,FRA,22-11-2021,8.48
France,FRA,23-11-2021,8.82
France,FRA,24-11-2021,9.16
France,FRA,25-11-2021,9.54
France,FRA,26-11-2021,10.1
France,FRA,27-11-2021,10.42
France,FRA,28-11-2021,10.51
France,FRA,29-11-2021,11.01
France,FRA,30-11-2021,11.69
France,FRA,01-12-2021,12.39
France,FRA,02-12-2021,13.18
France,FRA,03-12-2021,14.06
France,FRA,04-12-2021,14.56
France,FRA,05-12-2021,14.7
France,FRA,06-12-2021,15.44
France,FRA,07-12-2021,16.4
France,FRA,08-12-2021,17.28
France,FRA,09-12-2021,18.26
France,FRA,10-12-2021,19.36
France,FRA,11-12-2021,20
France,FRA,12-12-2021,20.22
France,FRA,13-12-2021,21.09
France,FRA,14-12-2021,22.23
France,FRA,15-12-2021,23.26
France,FRA,16-12-2021,24.4
France,FRA,17-12-2021,25.6
France,FRA,18-12-2021,26.3
France,FRA,19-12-2021,26.55
France,FRA,20-12-2021,27.43
France,FRA,21-12-2021,28.45
France,FRA,22-12-2021,29.3
France,FRA,23-12-2021,29.96
France,FRA,24-12-2021,30.13
France,FRA,25-12-2021,30.14
France,FRA,26-12-2021,30.21
France,FRA,27-12-2021,30.89
France,FRA,28-12-2021,31.73
France,FRA,29-12-2021,32.47
France,FRA,30-12-2021,33.1
France,FRA,31-12-2021,33.27
France,FRA,01-01-2022,33.29
France,FRA,02-01-2022,33.37
France,FRA,03-01-2022,34.11
France,FRA,04-01-2022,35.06
France,FRA,05-01-2022,35.91
France,FRA,06-01-2022,36.86
France,FRA,07-01-2022,37.92
France,FRA,08-01-2022,38.55
France,FRA,09-01-2022,38.74
France,FRA,10-01-2022,39.44
France,FRA,11-01-2022,40.26
France,FRA,12-01-2022,40.93
France,FRA,13-01-2022,41.66
France,FRA,14-01-2022,42.51
France,FRA,15-01-2022,43.01
France,FRA,16-01-2022,43.14
France,FRA,17-01-2022,43.62
France,FRA,18-01-2022,44.16
France,FRA,19-01-2022,44.58
France,FRA,20-01-2022,45.02
France,FRA,21-01-2022,45.57
France,FRA,22-01-2022,45.89
France,FRA,23-01-2022,45.97
France,FRA,24-01-2022,46.29
France,FRA,25-01-2022,46.65
France,FRA,26-01-2022,46.96
France,FRA,27-01-2022,47.27
France,FRA,28-01-2022,47.71
France,FRA,29-01-2022,47.98
France,FRA,30-01-2022,48.04
France,FRA,31-01-2022,48.26
France,FRA,01-02-2022,48.52
France,FRA,02-02-2022,48.78
France,FRA,03-02-2022,49.01
France,FRA,04-02-2022,49.37
France,FRA,05-02-2022,49.6
France,FRA,06-02-2022,49.64
France,FRA,07-02-2022,49.87
France,FRA,08-02-2022,50.12
France,FRA,09-02-2022,50.38
France,FRA,10-02-2022,50.6
France,FRA,11-02-2022,50.93
France,FRA,12-02-2022,51.13
France,FRA,13-02-2022,51.17
France,FRA,14-02-2022,51.39
France,FRA,15-02-2022,51.61
France,FRA,16-02-2022,51.8
France,FRA,17-02-2022,51.93
France,FRA,18-02-2022,52.11
France,FRA,19-02-2022,52.22
France,FRA,20-02-2022,52.24
France,FRA,21-02-2022,52.33
France,FRA,22-02-2022,52.42
France,FRA,23-02-2022,52.52
France,FRA,24-02-2022,52.59
France,FRA,25-02-2022,52.71
France,FRA,26-02-2022,52.78
France,FRA,27-02-2022,52.79
France,FRA,28-02-2022,52.85
France,FRA,01-03-2022,52.92
France,FRA,02-03-2022,52.99
France,FRA,03-03-2022,53.03
France,FRA,04-03-2022,53.09
France,FRA,05-03-2022,53.13
France,FRA,06-03-2022,53.14
France,FRA,07-03-2022,53.16
France,FRA,08-03-2022,53.19
France,FRA,09-03-2022,53.23
France,FRA,10-03-2022,53.25
France,FRA,11-03-2022,53.29
France,FRA,12-03-2022,53.32
France,FRA,13-03-2022,53.32
France,FRA,14-03-2022,53.35
France,FRA,15-03-2022,53.38
France,FRA,16-03-2022,53.43
France,FRA,17-03-2022,53.47
France,FRA,18-03-2022,53.52
France,FRA,19-03-2022,53.56
France,FRA,20-03-2022,53.56
France,FRA,21-03-2022,53.6
France,FRA,22-03-2022,53.65
France,FRA,23-03-2022,53.71
France,FRA,24-03-2022,53.76
France,FRA,25-03-2022,53.82
France,FRA,26-03-2022,53.86
France,FRA,27-03-2022,53.87
France,FRA,28-03-2022,53.91
France,FRA,29-03-2022,53.97
France,FRA,30-03-2022,54.03
France,FRA,31-03-2022,54.09
France,FRA,01-04-2022,54.16
France,FRA,02-04-2022,54.19
France,FRA,03-04-2022,54.2
France,FRA,04-04-2022,54.24
France,FRA,05-04-2022,54.31
France,FRA,06-04-2022,54.37
France,FRA,07-04-2022,54.44
France,FRA,08-04-2022,54.54
France,FRA,09-04-2022,54.57
France,FRA,10-04-2022,54.58
France,FRA,11-04-2022,54.63
France,FRA,12-04-2022,54.71
France,FRA,13-04-2022,54.78
France,FRA,14-04-2022,54.85
France,FRA,15-04-2022,54.92
France,FRA,16-04-2022,54.95
France,FRA,17-04-2022,54.95
France,FRA,18-04-2022,54.96
France,FRA,19-04-2022,55.02
France,FRA,20-04-2022,55.08
France,FRA,21-04-2022,55.15
France,FRA,22-04-2022,55.23
France,FRA,23-04-2022,55.26
France,FRA,24-04-2022,55.26
France,FRA,25-04-2022,55.31
France,FRA,26-04-2022,55.38
France,FRA,27-04-2022,55.45
France,FRA,28-04-2022,55.52
France,FRA,29-04-2022,55.59
France,FRA,30-04-2022,55.62
France,FRA,01-05-2022,55.62
France,FRA,02-05-2022,55.66
France,FRA,03-05-2022,55.73
France,FRA,04-05-2022,55.79
France,FRA,05-05-2022,55.85
France,FRA,06-05-2022,55.93
France,FRA,07-05-2022,55.95
France,FRA,08-05-2022,55.96
France,FRA,09-05-2022,56
France,FRA,10-05-2022,56.08
France,FRA,11-05-2022,56.13
France,FRA,12-05-2022,56.2
France,FRA,13-05-2022,56.27
France,FRA,14-05-2022,56.3
France,FRA,15-05-2022,56.3
France,FRA,16-05-2022,56.34
France,FRA,17-05-2022,56.41
France,FRA,18-05-2022,56.47
France,FRA,19-05-2022,56.53
France,FRA,20-05-2022,56.6
France,FRA,21-05-2022,56.63
France,FRA,22-05-2022,56.63
France,FRA,23-05-2022,56.67
France,FRA,24-05-2022,56.74
France,FRA,25-05-2022,56.78
Germany,DEU,01-06-2021,0
Germany,DEU,02-06-2021,0
Germany,DEU,03-06-2021,0
Germany,DEU,04-06-2021,0
Germany,DEU,05-06-2021,0
Germany,DEU,06-06-2021,0
Germany,DEU,07-06-2021,0
Germany,DEU,08-06-2021,0
Germany,DEU,09-06-2021,0
Germany,DEU,10-06-2021,0
Germany,DEU,11-06-2021,0
Germany,DEU,12-06-2021,0
Germany,DEU,13-06-2021,0
Germany,DEU,14-06-2021,0
Germany,DEU,15-06-2021,0
Germany,DEU,16-06-2021,0
Germany,DEU,17-06-2021,0.01
Germany,DEU,18-06-2021,0.01
Germany,DEU,19-06-2021,0.01
Germany,DEU,20-06-2021,0.01
Germany,DEU,21-06-2021,0.01
Germany,DEU,22-06-2021,0.01
Germany,DEU,23-06-2021,0.01
Germany,DEU,24-06-2021,0.01
Germany,DEU,25-06-2021,0.01
Germany,DEU,26-06-2021,0.01
Germany,DEU,27-06-2021,0.01
Germany,DEU,28-06-2021,0.01
Germany,DEU,29-06-2021,0.01
Germany,DEU,30-06-2021,0.01
Germany,DEU,01-07-2021,0.01
Germany,DEU,02-07-2021,0.01
Germany,DEU,03-07-2021,0.01
Germany,DEU,04-07-2021,0.01
Germany,DEU,05-07-2021,0.01
Germany,DEU,06-07-2021,0.01
Germany,DEU,07-07-2021,0.01
Germany,DEU,08-07-2021,0.01
Germany,DEU,09-07-2021,0.01
Germany,DEU,10-07-2021,0.01
Germany,DEU,11-07-2021,0.01
Germany,DEU,12-07-2021,0.01
Germany,DEU,13-07-2021,0.01
