Entity,Code,Day,people_vaccinated_per_hundred
Austria,AUT,22-01-2021,0
Austria,AUT,29-01-2021,0
Austria,AUT,05-02-2021,0
Austria,AUT,12-02-2021,0
Austria,AUT,19-02-2021,0
Austria,AUT,26-02-2021,0
Austria,AUT,05-03-2021,0
Austria,AUT,12-03-2021,0
Austria,AUT,19-03-2021,0
Austria,AUT,26-03-2021,0
Austria,AUT,02-04-2021,0
Austria,AUT,09-04-2021,0
Austria,AUT,16-04-2021,0
Austria,AUT,23-04-2021,0
Austria,AUT,30-04-2021,0
Austria,AUT,07-05-2021,0
Austria,AUT,14-05-2021,0
Austria,AUT,21-05-2021,0
Austria,AUT,28-05-2021,0
Austria,AUT,04-06-2021,0
Austria,AUT,11-06-2021,0
Austria,AUT,18-06-2021,0
Austria,AUT,25-06-2021,0
Austria,AUT,02-07-2021,0
Austria,AUT,09-07-2021,0
Austria,AUT,16-07-2021,0.01
Austria,AUT,23-07-2021,0.01
Austria,AUT,30-07-2021,0.01
Austria,AUT,06-08-2021,0.01
Austria,AUT,13-08-2021,0.02
Austria,AUT,20-08-2021,0.02
Austria,AUT,27-08-2021,0.03
Austria,AUT,03-09-2021,0.06
Austria,AUT,10-09-2021,0.12
Austria,AUT,17-09-2021,0.25
Austria,AUT,24-09-2021,0.49
Austria,AUT,01-10-2021,0.85
Austria,AUT,08-10-2021,1.55
Austria,AUT,15-10-2021,2.26
Austria,AUT,22-10-2021,3.16
Austria,AUT,29-10-2021,3.85
Austria,AUT,05-11-2021,5.5
Austria,AUT,12-11-2021,9
Austria,AUT,19-11-2021,14.78
Austria,AUT,26-11-2021,21.84
Austria,AUT,03-12-2021,28.44
Austria,AUT,10-12-2021,34.07
Austria,AUT,17-12-2021,39.66
Austria,AUT,24-12-2021,42.18
Austria,AUT,31-12-2021,43.92
Austria,AUT,07-01-2022,46.14
Austria,AUT,14-01-2022,48.76
Austria,AUT,21-01-2022,50.71
Austria,AUT,28-01-2022,52.34
Austria,AUT,04-02-2022,54.07
Austria,AUT,11-02-2022,54.86
Austria,AUT,18-02-2022,55.27
Austria,AUT,25-02-2022,55.57
Austria,AUT,04-03-2022,55.82
Austria,AUT,11-03-2022,56.03
Austria,AUT,18-03-2022,56.22
Austria,AUT,25-03-2022,56.42
Austria,AUT,01-04-2022,56.61
Austria,AUT,08-04-2022,56.81
Austria,AUT,15-04-2022,56.98
Austria,AUT,22-04-2022,57.17
Austria,AUT,29-04-2022,57.41
Austria,AUT,06-05-2022,57.65
Austria,AUT,13-05-2022,57.89
Austria,AUT,20-05-2022,57.99
Belarus,BLR,12-12-2021,1.21
Belarus,BLR,09-01-2022,2.16
Belarus,BLR,16-01-2022,2.92
Belarus,BLR,20-03-2022,5.54
Belarus,BLR,27-03-2022,5.96
Belarus,BLR,03-04-2022,6.32
Belarus,BLR,17-04-2022,6.9
Belarus,BLR,24-04-2022,7.15
Belarus,BLR,01-05-2022,7.32
Belarus,BLR,15-05-2022,7.54
Belgium,BEL,09-09-2021,0
Belgium,BEL,10-09-2021,0
Belgium,BEL,11-09-2021,0
Belgium,BEL,12-09-2021,0
Belgium,BEL,13-09-2021,0.01
Belgium,BEL,14-09-2021,0.01
Belgium,BEL,15-09-2021,0.02
Belgium,BEL,16-09-2021,0.04
Belgium,BEL,17-09-2021,0.08
Belgium,BEL,18-09-2021,0.14
Belgium,BEL,19-09-2021,0.14
Belgium,BEL,20-09-2021,0.17
Belgium,BEL,21-09-2021,0.22
Belgium,BEL,22-09-2021,0.33
Belgium,BEL,23-09-2021,0.41
Belgium,BEL,24-09-2021,0.51
Belgium,BEL,25-09-2021,0.64
Belgium,BEL,26-09-2021,0.64
Belgium,BEL,27-09-2021,0.71
Belgium,BEL,28-09-2021,0.84
Belgium,BEL,29-09-2021,1.04
Belgium,BEL,30-09-2021,1.2
Belgium,BEL,01-10-2021,1.33
Belgium,BEL,02-10-2021,1.44
Belgium,BEL,03-10-2021,1.45
Belgium,BEL,04-10-2021,1.52
Belgium,BEL,05-10-2021,1.64
Belgium,BEL,06-10-2021,1.91
Belgium,BEL,07-10-2021,2.24
Belgium,BEL,08-10-2021,2.49
Belgium,BEL,09-10-2021,2.61
Belgium,BEL,10-10-2021,2.62
Belgium,BEL,11-10-2021,2.75
Belgium,BEL,12-10-2021,2.99
Belgium,BEL,13-10-2021,3.27
Belgium,BEL,14-10-2021,3.55
Belgium,BEL,15-10-2021,3.73
Belgium,BEL,16-10-2021,3.82
Belgium,BEL,17-10-2021,3.83
Belgium,BEL,18-10-2021,3.89
Belgium,BEL,19-10-2021,4.04
Belgium,BEL,20-10-2021,4.24
Belgium,BEL,21-10-2021,4.48
Belgium,BEL,22-10-2021,4.65
Belgium,BEL,23-10-2021,4.72
Belgium,BEL,24-10-2021,4.72
Belgium,BEL,25-10-2021,4.81
Belgium,BEL,26-10-2021,5
Belgium,BEL,27-10-2021,5.21
Belgium,BEL,28-10-2021,5.46
Belgium,BEL,29-10-2021,5.63
Belgium,BEL,30-10-2021,5.7
Belgium,BEL,31-10-2021,5.7
Belgium,BEL,01-11-2021,5.7
Belgium,BEL,02-11-2021,5.8
Belgium,BEL,03-11-2021,5.98
Belgium,BEL,04-11-2021,6.17
Belgium,BEL,05-11-2021,6.33
Belgium,BEL,06-11-2021,6.43
Belgium,BEL,07-11-2021,6.44
Belgium,BEL,08-11-2021,6.58
Belgium,BEL,09-11-2021,6.77
Belgium,BEL,10-11-2021,7.07
Belgium,BEL,11-11-2021,7.11
Belgium,BEL,12-11-2021,7.31
Belgium,BEL,13-11-2021,7.43
Belgium,BEL,14-11-2021,7.43
Belgium,BEL,15-11-2021,7.65
Belgium,BEL,16-11-2021,8.01
Belgium,BEL,17-11-2021,8.55
Belgium,BEL,18-11-2021,9.06
Belgium,BEL,19-11-2021,9.52
Belgium,BEL,20-11-2021,9.72
Belgium,BEL,21-11-2021,9.73
Belgium,BEL,22-11-2021,10.11
Belgium,BEL,23-11-2021,10.79
Belgium,BEL,24-11-2021,11.59
Belgium,BEL,25-11-2021,12.56
Belgium,BEL,26-11-2021,13.35
Belgium,BEL,27-11-2021,13.63
Belgium,BEL,28-11-2021,13.66
Belgium,BEL,29-11-2021,14.31
Belgium,BEL,30-11-2021,15.17
Belgium,BEL,01-12-2021,16.14
Belgium,BEL,02-12-2021,17.17
Belgium,BEL,03-12-2021,18.11
Belgium,BEL,04-12-2021,18.52
Belgium,BEL,05-12-2021,18.56
Belgium,BEL,06-12-2021,19.25
Belgium,BEL,07-12-2021,20.18
Belgium,BEL,08-12-2021,21.14
Belgium,BEL,09-12-2021,22.25
Belgium,BEL,10-12-2021,23.21
Belgium,BEL,11-12-2021,23.71
Belgium,BEL,12-12-2021,23.75
Belgium,BEL,13-12-2021,24.62
Belgium,BEL,14-12-2021,25.69
Belgium,BEL,15-12-2021,26.73
Belgium,BEL,16-12-2021,27.88
Belgium,BEL,17-12-2021,29
Belgium,BEL,18-12-2021,29.6
Belgium,BEL,19-12-2021,29.73
Belgium,BEL,20-12-2021,30.93
Belgium,BEL,21-12-2021,32.43
Belgium,BEL,22-12-2021,33.8
Belgium,BEL,23-12-2021,34.92
Belgium,BEL,24-12-2021,35.04
Belgium,BEL,25-12-2021,35.04
Belgium,BEL,26-12-2021,35.05
Belgium,BEL,27-12-2021,35.66
Belgium,BEL,28-12-2021,36.42
Belgium,BEL,29-12-2021,37.2
Belgium,BEL,30-12-2021,37.65
Belgium,BEL,31-12-2021,37.69
Belgium,BEL,01-01-2022,37.69
Belgium,BEL,02-01-2022,37.69
Belgium,BEL,03-01-2022,38.73
Belgium,BEL,04-01-2022,39.97
Belgium,BEL,05-01-2022,41.31
Belgium,BEL,06-01-2022,42.66
Belgium,BEL,07-01-2022,43.98
Belgium,BEL,08-01-2022,44.68
Belgium,BEL,09-01-2022,44.87
Belgium,BEL,10-01-2022,45.93
Belgium,BEL,11-01-2022,47.14
Belgium,BEL,12-01-2022,48.18
Belgium,BEL,13-01-2022,49.31
Belgium,BEL,14-01-2022,50.34
Belgium,BEL,15-01-2022,50.82
Belgium,BEL,16-01-2022,50.92
Belgium,BEL,17-01-2022,51.64
Belgium,BEL,18-01-2022,52.37
Belgium,BEL,19-01-2022,52.94
Belgium,BEL,20-01-2022,53.57
Belgium,BEL,21-01-2022,54.14
Belgium,BEL,22-01-2022,54.4
Belgium,BEL,23-01-2022,54.43
Belgium,BEL,24-01-2022,54.86
Belgium,BEL,25-01-2022,55.2
Belgium,BEL,26-01-2022,55.55
Belgium,BEL,27-01-2022,55.88
Belgium,BEL,28-01-2022,56.24
Belgium,BEL,29-01-2022,56.41
Belgium,BEL,30-01-2022,56.43
Belgium,BEL,31-01-2022,56.61
Belgium,BEL,01-02-2022,56.84
Belgium,BEL,02-02-2022,57.11
Belgium,BEL,03-02-2022,57.33
Belgium,BEL,04-02-2022,57.56
Belgium,BEL,05-02-2022,57.68
Belgium,BEL,06-02-2022,57.69
Belgium,BEL,07-02-2022,57.78
Belgium,BEL,08-02-2022,57.93
Belgium,BEL,09-02-2022,58.24
Belgium,BEL,10-02-2022,58.53
Belgium,BEL,11-02-2022,58.8
Belgium,BEL,12-02-2022,59.02
Belgium,BEL,13-02-2022,59.05
Belgium,BEL,14-02-2022,59.13
Belgium,BEL,15-02-2022,59.28
Belgium,BEL,16-02-2022,59.7
Belgium,BEL,17-02-2022,59.9
Belgium,BEL,18-02-2022,60.06
Belgium,BEL,19-02-2022,60.22
Belgium,BEL,20-02-2022,60.23
Belgium,BEL,21-02-2022,60.35
Belgium,BEL,22-02-2022,60.59
Belgium,BEL,23-02-2022,60.95
Belgium,BEL,24-02-2022,61.23
Belgium,BEL,25-02-2022,61.45
Belgium,BEL,26-02-2022,61.59
Belgium,BEL,27-02-2022,61.6
Belgium,BEL,28-02-2022,61.64
Belgium,BEL,01-03-2022,61.7
Belgium,BEL,02-03-2022,61.84
Belgium,BEL,03-03-2022,61.9
Belgium,BEL,04-03-2022,61.96
Belgium,BEL,05-03-2022,62.01
Belgium,BEL,06-03-2022,62.02
Belgium,BEL,07-03-2022,62.05
Belgium,BEL,08-03-2022,62.09
Belgium,BEL,09-03-2022,62.26
Belgium,BEL,10-03-2022,62.3
Belgium,BEL,11-03-2022,62.33
Belgium,BEL,12-03-2022,62.37
Belgium,BEL,13-03-2022,62.37
Belgium,BEL,14-03-2022,62.38
Belgium,BEL,15-03-2022,62.41
Belgium,BEL,16-03-2022,62.53
Belgium,BEL,17-03-2022,62.57
Belgium,BEL,18-03-2022,62.6
Belgium,BEL,19-03-2022,62.64
Belgium,BEL,20-03-2022,62.64
Belgium,BEL,21-03-2022,62.65
Belgium,BEL,22-03-2022,62.68
Belgium,BEL,23-03-2022,62.78
Belgium,BEL,24-03-2022,62.81
Belgium,BEL,25-03-2022,62.83
Belgium,BEL,26-03-2022,62.87
Belgium,BEL,27-03-2022,62.88
Belgium,BEL,28-03-2022,62.89
Belgium,BEL,29-03-2022,62.91
Belgium,BEL,30-03-2022,63.02
Belgium,BEL,31-03-2022,63.05
Belgium,BEL,01-04-2022,63.06
Belgium,BEL,02-04-2022,63.07
Belgium,BEL,03-04-2022,63.07
Belgium,BEL,04-04-2022,63.07
Belgium,BEL,05-04-2022,63.08
Belgium,BEL,06-04-2022,63.11
Belgium,BEL,07-04-2022,63.12
Belgium,BEL,08-04-2022,63.14
Belgium,BEL,09-04-2022,63.15
Belgium,BEL,10-04-2022,63.15
Belgium,BEL,11-04-2022,63.16
Belgium,BEL,12-04-2022,63.17
Belgium,BEL,13-04-2022,63.19
Belgium,BEL,14-04-2022,63.2
Belgium,BEL,15-04-2022,63.21
Belgium,BEL,16-04-2022,63.22
Belgium,BEL,17-04-2022,63.22
Belgium,BEL,18-04-2022,63.22
Belgium,BEL,19-04-2022,63.23
Belgium,BEL,20-04-2022,63.26
Belgium,BEL,21-04-2022,63.27
Belgium,BEL,22-04-2022,63.29
Belgium,BEL,23-04-2022,63.3
Belgium,BEL,24-04-2022,63.3
Belgium,BEL,25-04-2022,63.31
Belgium,BEL,26-04-2022,63.31
Belgium,BEL,27-04-2022,63.34
Belgium,BEL,28-04-2022,63.35
Belgium,BEL,29-04-2022,63.36
Belgium,BEL,30-04-2022,63.37
Belgium,BEL,01-05-2022,63.37
Belgium,BEL,02-05-2022,63.38
Belgium,BEL,03-05-2022,63.38
Belgium,BEL,04-05-2022,63.4
Belgium,BEL,05-05-2022,63.4
Belgium,BEL,06-05-2022,63.41
Belgium,BEL,07-05-2022,63.42
Belgium,BEL,08-05-2022,63.42
Belgium,BEL,09-05-2022,63.43
Belgium,BEL,10-05-2022,63.43
Belgium,BEL,11-05-2022,63.45
Belgium,BEL,12-05-2022,63.46
Belgium,BEL,13-05-2022,63.47
Belgium,BEL,14-05-2022,63.47
Belgium,BEL,15-05-2022,63.47
Belgium,BEL,16-05-2022,63.48
Belgium,BEL,17-05-2022,63.48
Belgium,BEL,18-05-2022,63.5
Belgium,BEL,19-05-2022,63.52
Belgium,BEL,20-05-2022,63.54
Belgium,BEL,21-05-2022,63.55
Belgium,BEL,22-05-2022,63.55
Belgium,BEL,23-05-2022,63.56
Bulgaria,BGR,23-10-2021,0.18
Bulgaria,BGR,25-10-2021,0.19
Bulgaria,BGR,14-12-2021,2.68
Bulgaria,BGR,15-12-2021,2.82
Bulgaria,BGR,16-12-2021,2.96
Bulgaria,BGR,17-12-2021,3.09
Bulgaria,BGR,18-12-2021,3.14
Bulgaria,BGR,19-12-2021,3.16
Bulgaria,BGR,20-12-2021,3.28
Bulgaria,BGR,21-12-2021,3.42
Bulgaria,BGR,22-12-2021,3.54
Bulgaria,BGR,23-12-2021,3.63
Bulgaria,BGR,24-12-2021,3.64
Bulgaria,BGR,25-12-2021,3.64
Bulgaria,BGR,26-12-2021,3.65
Bulgaria,BGR,27-12-2021,3.68
Bulgaria,BGR,28-12-2021,3.71
Bulgaria,BGR,29-12-2021,3.85
Bulgaria,BGR,30-12-2021,3.95
Bulgaria,BGR,31-12-2021,3.99
Bulgaria,BGR,01-01-2022,3.99
Bulgaria,BGR,02-01-2022,4.03
Bulgaria,BGR,03-01-2022,4.11
Bulgaria,BGR,04-01-2022,4.36
Bulgaria,BGR,05-01-2022,4.7
Bulgaria,BGR,06-01-2022,5.08
Bulgaria,BGR,07-01-2022,5.45
Bulgaria,BGR,08-01-2022,5.56
Bulgaria,BGR,09-01-2022,5.64
Bulgaria,BGR,10-01-2022,5.87
Bulgaria,BGR,11-01-2022,6.22
Bulgaria,BGR,12-01-2022,6.56
Bulgaria,BGR,13-01-2022,6.89
Bulgaria,BGR,14-01-2022,7.17
Bulgaria,BGR,15-01-2022,7.25
Bulgaria,BGR,16-01-2022,7.29
Bulgaria,BGR,17-01-2022,7.43
Bulgaria,BGR,18-01-2022,7.64
Bulgaria,BGR,19-01-2022,7.85
Bulgaria,BGR,20-01-2022,8.05
Bulgaria,BGR,21-01-2022,8.2
Bulgaria,BGR,22-01-2022,8.23
Bulgaria,BGR,23-01-2022,8.25
Bulgaria,BGR,24-01-2022,8.32
Bulgaria,BGR,25-01-2022,8.42
Bulgaria,BGR,26-01-2022,8.53
Bulgaria,BGR,27-01-2022,8.65
Bulgaria,BGR,28-01-2022,8.76
Bulgaria,BGR,29-01-2022,8.78
Bulgaria,BGR,30-01-2022,8.8
Bulgaria,BGR,31-01-2022,8.86
Bulgaria,BGR,01-02-2022,8.93
Bulgaria,BGR,02-02-2022,9
Bulgaria,BGR,03-02-2022,9.07
Bulgaria,BGR,04-02-2022,9.15
Bulgaria,BGR,05-02-2022,9.17
Bulgaria,BGR,06-02-2022,9.18
Bulgaria,BGR,07-02-2022,9.22
Bulgaria,BGR,08-02-2022,9.28
Bulgaria,BGR,09-02-2022,9.34
Bulgaria,BGR,10-02-2022,9.41
Bulgaria,BGR,11-02-2022,9.47
Bulgaria,BGR,12-02-2022,9.48
Bulgaria,BGR,13-02-2022,9.49
Bulgaria,BGR,14-02-2022,9.52
Bulgaria,BGR,15-02-2022,9.57
Bulgaria,BGR,16-02-2022,9.62
Bulgaria,BGR,17-02-2022,9.67
Bulgaria,BGR,18-02-2022,9.72
Bulgaria,BGR,19-02-2022,9.73
Bulgaria,BGR,21-02-2022,9.77
Bulgaria,BGR,22-02-2022,9.82
Bulgaria,BGR,23-02-2022,9.86
Bulgaria,BGR,24-02-2022,9.9
Bulgaria,BGR,25-02-2022,9.94
Bulgaria,BGR,26-02-2022,9.95
Bulgaria,BGR,27-02-2022,9.95
Bulgaria,BGR,28-02-2022,9.98
Bulgaria,BGR,01-03-2022,10
Bulgaria,BGR,02-03-2022,10.03
Bulgaria,BGR,03-03-2022,10.03
Bulgaria,BGR,04-03-2022,10.06
Bulgaria,BGR,05-03-2022,10.07
Bulgaria,BGR,07-03-2022,10.09
Bulgaria,BGR,08-03-2022,10.11
Bulgaria,BGR,09-03-2022,10.13
Bulgaria,BGR,10-03-2022,10.16
Bulgaria,BGR,11-03-2022,10.18
Bulgaria,BGR,12-03-2022,10.19
Bulgaria,BGR,13-03-2022,10.19
Bulgaria,BGR,14-03-2022,10.21
Bulgaria,BGR,15-03-2022,10.23
Bulgaria,BGR,16-03-2022,10.25
Bulgaria,BGR,17-03-2022,10.28
Bulgaria,BGR,18-03-2022,10.3
Bulgaria,BGR,19-03-2022,10.31
Bulgaria,BGR,21-03-2022,10.33
Bulgaria,BGR,22-03-2022,10.35
Bulgaria,BGR,23-03-2022,10.37
Bulgaria,BGR,24-03-2022,10.39
Bulgaria,BGR,25-03-2022,10.41
Bulgaria,BGR,26-03-2022,10.41
Bulgaria,BGR,28-03-2022,10.43
Bulgaria,BGR,29-03-2022,10.45
Bulgaria,BGR,30-03-2022,10.47
Bulgaria,BGR,31-03-2022,10.49
Bulgaria,BGR,04-04-2022,10.52
Bulgaria,BGR,05-04-2022,10.54
Bulgaria,BGR,06-04-2022,10.56
Bulgaria,BGR,07-04-2022,10.58
Bulgaria,BGR,08-04-2022,10.6
Bulgaria,BGR,09-04-2022,10.6
Bulgaria,BGR,11-04-2022,10.62
Bulgaria,BGR,12-04-2022,10.64
Bulgaria,BGR,13-04-2022,10.66
Bulgaria,BGR,14-04-2022,10.68
Bulgaria,BGR,18-04-2022,10.72
Bulgaria,BGR,19-04-2022,10.73
Bulgaria,BGR,20-04-2022,10.75
Bulgaria,BGR,21-04-2022,10.76
Bulgaria,BGR,22-04-2022,10.76
Bulgaria,BGR,23-04-2022,10.76
Bulgaria,BGR,25-04-2022,10.77
Bulgaria,BGR,26-04-2022,10.78
Bulgaria,BGR,27-04-2022,10.79
Bulgaria,BGR,28-04-2022,10.81
Bulgaria,BGR,29-04-2022,10.82
Bulgaria,BGR,30-04-2022,10.83
Bulgaria,BGR,02-05-2022,10.83
Bulgaria,BGR,03-05-2022,10.84
Bulgaria,BGR,04-05-2022,10.85
Bulgaria,BGR,05-05-2022,10.86
Bulgaria,BGR,06-05-2022,10.86
Bulgaria,BGR,07-05-2022,10.86
Bulgaria,BGR,08-05-2022,10.87
Bulgaria,BGR,09-05-2022,10.87
Bulgaria,BGR,10-05-2022,10.88
Bulgaria,BGR,11-05-2022,10.9
Bulgaria,BGR,12-05-2022,10.91
Bulgaria,BGR,13-05-2022,10.91
Bulgaria,BGR,14-05-2022,10.92
Bulgaria,BGR,16-05-2022,10.92
Bulgaria,BGR,17-05-2022,10.93
Bulgaria,BGR,18-05-2022,10.94
Bulgaria,BGR,19-05-2022,10.95
Bulgaria,BGR,20-05-2022,10.96
Bulgaria,BGR,21-05-2022,10.96
Bulgaria,BGR,22-05-2022,10.96
Bulgaria,BGR,23-05-2022,10.96
Bulgaria,BGR,24-05-2022,10.96
Bulgaria,BGR,25-05-2022,10.97
Bulgaria,BGR,26-05-2022,10.98
Czechia,CZE,30-06-2021,0
Czechia,CZE,01-07-2021,0
Czechia,CZE,02-07-2021,0
Czechia,CZE,03-07-2021,0
Czechia,CZE,04-07-2021,0
Czechia,CZE,05-07-2021,0
Czechia,CZE,06-07-2021,0
Czechia,CZE,07-07-2021,0
Czechia,CZE,08-07-2021,0
Czechia,CZE,09-07-2021,0
Czechia,CZE,10-07-2021,0
Czechia,CZE,11-07-2021,0
Czechia,CZE,12-07-2021,0
Czechia,CZE,13-07-2021,0
Czechia,CZE,14-07-2021,0
Czechia,CZE,15-07-2021,0
Czechia,CZE,16-07-2021,0
Czechia,CZE,17-07-2021,0
Czechia,CZE,18-07-2021,0
Czechia,CZE,19-07-2021,0
Czechia,CZE,20-07-2021,0
Czechia,CZE,21-07-2021,0
Czechia,CZE,22-07-2021,0
Czechia,CZE,23-07-2021,0
Czechia,CZE,24-07-2021,0
Czechia,CZE,25-07-2021,0
Czechia,CZE,26-07-2021,0
Czechia,CZE,27-07-2021,0
Czechia,CZE,28-07-2021,0
Czechia,CZE,29-07-2021,0
Czechia,CZE,30-07-2021,0
Czechia,CZE,31-07-2021,0
Czechia,CZE,01-08-2021,0
Czechia,CZE,02-08-2021,0
Czechia,CZE,03-08-2021,0
Czechia,CZE,04-08-2021,0
Czechia,CZE,05-08-2021,0
Czechia,CZE,06-08-2021,0
Czechia,CZE,07-08-2021,0
Czechia,CZE,08-08-2021,0
Czechia,CZE,09-08-2021,0
Czechia,CZE,10-08-2021,0
Czechia,CZE,11-08-2021,0
Czechia,CZE,12-08-2021,0
Czechia,CZE,13-08-2021,0
Czechia,CZE,14-08-2021,0
Czechia,CZE,15-08-2021,0
Czechia,CZE,16-08-2021,0
Czechia,CZE,17-08-2021,0
Czechia,CZE,18-08-2021,0
Czechia,CZE,19-08-2021,0
Czechia,CZE,20-08-2021,0
Czechia,CZE,21-08-2021,0
Czechia,CZE,22-08-2021,0
Czechia,CZE,23-08-2021,0
Czechia,CZE,24-08-2021,0
Czechia,CZE,25-08-2021,0
Czechia,CZE,26-08-2021,0
Czechia,CZE,27-08-2021,0
Czechia,CZE,28-08-2021,0
Czechia,CZE,29-08-2021,0
Czechia,CZE,30-08-2021,0
Czechia,CZE,31-08-2021,0
Czechia,CZE,01-09-2021,0
Czechia,CZE,02-09-2021,0
Czechia,CZE,03-09-2021,0
Czechia,CZE,04-09-2021,0
Czechia,CZE,05-09-2021,0
Czechia,CZE,06-09-2021,0
Czechia,CZE,07-09-2021,0
Czechia,CZE,08-09-2021,0
Czechia,CZE,09-09-2021,0
Czechia,CZE,10-09-2021,0
Czechia,CZE,11-09-2021,0
Czechia,CZE,12-09-2021,0
Czechia,CZE,13-09-2021,0
Czechia,CZE,14-09-2021,0
Czechia,CZE,15-09-2021,0
Czechia,CZE,16-09-2021,0
Czechia,CZE,17-09-2021,0
Czechia,CZE,18-09-2021,0
Czechia,CZE,19-09-2021,0
Czechia,CZE,20-09-2021,0
Czechia,CZE,21-09-2021,0.01
Czechia,CZE,22-09-2021,0.01
Czechia,CZE,23-09-2021,0.02
Czechia,CZE,24-09-2021,0.03
Czechia,CZE,25-09-2021,0.03
Czechia,CZE,26-09-2021,0.03
Czechia,CZE,27-09-2021,0.04
Czechia,CZE,28-09-2021,0.04
Czechia,CZE,29-09-2021,0.05
Czechia,CZE,30-09-2021,0.06
Czechia,CZE,01-10-2021,0.07
Czechia,CZE,02-10-2021,0.07
Czechia,CZE,03-10-2021,0.08
Czechia,CZE,04-10-2021,0.09
Czechia,CZE,05-10-2021,0.11
Czechia,CZE,06-10-2021,0.14
Czechia,CZE,07-10-2021,0.16
Czechia,CZE,08-10-2021,0.2
Czechia,CZE,09-10-2021,0.2
Czechia,CZE,10-10-2021,0.2
Czechia,CZE,11-10-2021,0.23
Czechia,CZE,12-10-2021,0.26
Czechia,CZE,13-10-2021,0.3
Czechia,CZE,14-10-2021,0.34
Czechia,CZE,15-10-2021,0.39
Czechia,CZE,16-10-2021,0.4
Czechia,CZE,17-10-2021,0.41
Czechia,CZE,18-10-2021,0.47
Czechia,CZE,19-10-2021,0.58
Czechia,CZE,20-10-2021,0.72
Czechia,CZE,21-10-2021,0.88
Czechia,CZE,22-10-2021,1.06
Czechia,CZE,23-10-2021,1.09
Czechia,CZE,24-10-2021,1.11
Czechia,CZE,25-10-2021,1.3
Czechia,CZE,26-10-2021,1.51
Czechia,CZE,27-10-2021,1.76
Czechia,CZE,28-10-2021,1.8
Czechia,CZE,29-10-2021,1.97
Czechia,CZE,30-10-2021,2.01
Czechia,CZE,31-10-2021,2.04
Czechia,CZE,01-11-2021,2.25
Czechia,CZE,02-11-2021,2.49
Czechia,CZE,03-11-2021,2.77
Czechia,CZE,04-11-2021,3.06
Czechia,CZE,05-11-2021,3.35
Czechia,CZE,06-11-2021,3.41
Czechia,CZE,07-11-2021,3.46
Czechia,CZE,08-11-2021,3.69
Czechia,CZE,09-11-2021,3.95
Czechia,CZE,10-11-2021,4.22
Czechia,CZE,11-11-2021,4.48
Czechia,CZE,12-11-2021,4.74
Czechia,CZE,13-11-2021,4.79
Czechia,CZE,14-11-2021,4.83
Czechia,CZE,15-11-2021,5.04
Czechia,CZE,16-11-2021,5.29
Czechia,CZE,17-11-2021,5.33
Czechia,CZE,18-11-2021,5.57
Czechia,CZE,19-11-2021,5.81
Czechia,CZE,20-11-2021,5.86
Czechia,CZE,21-11-2021,5.89
Czechia,CZE,22-11-2021,6.1
Czechia,CZE,23-11-2021,6.37
Czechia,CZE,24-11-2021,6.64
Czechia,CZE,25-11-2021,6.95
Czechia,CZE,26-11-2021,7.28
Czechia,CZE,27-11-2021,7.35
Czechia,CZE,28-11-2021,7.42
Czechia,CZE,29-11-2021,7.78
Czechia,CZE,30-11-2021,8.26
Czechia,CZE,01-12-2021,8.86
Czechia,CZE,02-12-2021,9.54
Czechia,CZE,03-12-2021,10.25
Czechia,CZE,04-12-2021,10.5
Czechia,CZE,05-12-2021,10.67
Czechia,CZE,06-12-2021,11.3
Czechia,CZE,07-12-2021,12.03
Czechia,CZE,08-12-2021,12.79
Czechia,CZE,09-12-2021,13.55
Czechia,CZE,10-12-2021,14.26
Czechia,CZE,11-12-2021,14.5
Czechia,CZE,12-12-2021,14.65
Czechia,CZE,13-12-2021,15.22
Czechia,CZE,14-12-2021,15.91
Czechia,CZE,15-12-2021,16.59
Czechia,CZE,16-12-2021,17.29
Czechia,CZE,17-12-2021,17.98
Czechia,CZE,18-12-2021,18.22
Czechia,CZE,19-12-2021,18.39
Czechia,CZE,20-12-2021,19
Czechia,CZE,21-12-2021,19.65
Czechia,CZE,22-12-2021,20.19
Czechia,CZE,23-12-2021,20.45
Czechia,CZE,24-12-2021,20.45
Czechia,CZE,25-12-2021,20.45
Czechia,CZE,26-12-2021,20.46
Czechia,CZE,27-12-2021,20.92
Czechia,CZE,28-12-2021,21.47
Czechia,CZE,29-12-2021,22
Czechia,CZE,30-12-2021,22.4
Czechia,CZE,31-12-2021,22.49
Czechia,CZE,01-01-2022,22.49
Czechia,CZE,02-01-2022,22.61
Czechia,CZE,03-01-2022,23.16
Czechia,CZE,04-01-2022,23.88
Czechia,CZE,05-01-2022,24.63
Czechia,CZE,06-01-2022,25.44
Czechia,CZE,07-01-2022,26.32
Czechia,CZE,08-01-2022,26.59
Czechia,CZE,09-01-2022,26.75
Czechia,CZE,10-01-2022,27.4
Czechia,CZE,11-01-2022,28.1
Czechia,CZE,12-01-2022,28.81
Czechia,CZE,13-01-2022,29.51
Czechia,CZE,14-01-2022,30.28
Czechia,CZE,15-01-2022,30.49
Czechia,CZE,16-01-2022,30.6
Czechia,CZE,17-01-2022,31.04
Czechia,CZE,18-01-2022,31.5
Czechia,CZE,19-01-2022,31.91
Czechia,CZE,20-01-2022,32.35
Czechia,CZE,21-01-2022,32.87
Czechia,CZE,22-01-2022,32.96
Czechia,CZE,23-01-2022,33.01
Czechia,CZE,24-01-2022,33.31
Czechia,CZE,25-01-2022,33.6
